POS	Node	State	Prob
1	S4	1	1
1	S5	1	0.9992
1	N4	1	1
1	S3	1	1
1	N3	1	1
1	S1	1	1
1	S2	1	0.9963
1	N5	1	0.999
1	N2	1	0.9883
1	S6	1	0.9048
1	N1	1	0.9331
2	S4	1	0
2	S5	1	0.005923
2	N4	1	9.409e-05
2	S3	1	0
2	N3	1	8.157e-05
2	S1	1	0
2	S2	1	1
2	N5	1	0.1508
2	N2	1	0.1263
2	S6	1	0.5926
2	N1	1	0.4719
3	S4	1	0
3	S5	1	1
3	N4	1	0.01069
3	S3	1	0
3	N3	1	0.001917
3	S1	1	0
3	S2	1	0
3	N5	1	4.772e-05
3	N2	1	0.05663
3	S6	1	0.5696
3	N1	1	0.4355
4	S4	1	0
4	S5	1	0
4	N4	1	1.414e-07
4	S3	1	0
4	N3	1	2.253e-05
4	S1	1	0
4	S2	1	0
4	N5	1	3.255e-05
4	N2	1	0.04233
4	S6	1	1
4	N1	1	0.5623
5	S4	1	1
5	S5	1	0.9992
5	N4	1	1
5	S3	1	1
5	N3	1	1
5	S1	1	1
5	S2	1	1
5	N5	1	1
5	N2	1	0.9887
5	S6	1	0.9053
5	N1	1	0.9336
6	S4	1	0
6	S5	1	0.005933
6	N4	1	0.0001352
6	S3	1	0
6	N3	1	0.000215
6	S1	1	1
6	S2	1	1
6	N5	1	0.9996
6	N2	1	0.5096
6	S6	1	0.6856
6	N1	1	0.6398
7	S4	1	1
7	S5	1	1
7	N4	1	1
7	S3	1	1
7	N3	1	1
7	S1	1	1
7	S2	1	1
7	N5	1	1
7	N2	1	0.9888
7	S6	1	0.9054
7	N1	1	0.9337
8	S4	1	1
8	S5	1	1
8	N4	1	1
8	S3	1	1
8	N3	1	1
8	S1	1	1
8	S2	1	1
8	N5	1	1
8	N2	1	0.9888
8	S6	1	0.9054
8	N1	1	0.9337
9	S4	1	1
9	S5	1	1
9	N4	1	1
9	S3	1	1
9	N3	1	1
9	S1	1	1
9	S2	1	1
9	N5	1	1
9	N2	1	0.9916
9	S6	1	1
9	N1	1	0.9667
10	S4	1	1
10	S5	1	1
10	N4	1	1
10	S3	1	1
10	N3	1	1
10	S1	1	1
10	S2	1	1
10	N5	1	1
10	N2	1	0.9916
10	S6	1	1
10	N1	1	0.9667
11	S4	1	1
11	S5	1	1
11	N4	1	1
11	S3	1	1
11	N3	1	1
11	S1	1	1
11	S2	1	1
11	N5	1	1
