# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
0 0 
0 10 
9 1 
0 0 
9 1 
0 0 
8 0 
1 1 
0 0 
0 10 
4 0 
1 5 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
8 0 
1 1 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
8 0 
1 1 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
8 0 
1 1 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
2 0 
1 7 
0 0 
0 10 
8 0 
1 1 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
8 0 
1 1 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
9 1 
0 0 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
8 0 
1 1 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
4 0 
1 5 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
8 0 
1 1 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
5 1 
0 4 
0 0 
0 10 
0 0 
0 10 
5 1 
0 4 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
9 1 
0 0 
9 1 
0 0 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
8 0 
1 1 
0 0 
0 10 
0 0 
0 10 
2 0 
1 7 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
4 0 
2 4 
4 0 
1 5 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
5 1 
0 4 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
1 9 
4 0 
1 5 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
9 1 
0 0 
0 0 
0 10 
0 0 
0 10 
0 0 
0 10 
0 0 
2 8 
0 0 
1 9 
0 0 
0 10 
0 0 
0 10 
