# Rate values were normalized to Z score (mean rate=0, +/-1 rat= +/-standard error)
# Rates were calculated using the expectation of the posterior rate distribution
# Prior distribution is Gamma with 4 discrete categories
# The alpha parameter 0.1
# sp.rates(j)  j= 0	5.286e-07	0.25
# sp.rates(j)  j= 1	0.00108	0.25
# sp.rates(j)  j= 2	0.09382	0.25
# sp.rates(j)  j= 3	3.905	0.25

=========================================================================================================================================================
# POS	RATE
1	-0.227
2	4.279
3	-0.227
4	-0.227
5	-0.2271
6	-0.2271
7	-0.2271
8	-0.2271
9	-0.2271
10	-0.2271
11	-0.2271
12	-0.2271
13	-0.2271
14	-0.2271
15	-0.2271
16	-0.2271
17	-0.2271
18	-0.2271
19	-0.2271
20	-0.2271
21	-0.2271
22	-0.2271
23	-0.2271
24	-0.2271
25	-0.2271
26	-0.2271
27	-0.2271
28	-0.2271
29	-0.2271
30	-0.2271
31	-0.2271
32	-0.2271
33	-0.2271
34	-0.2271
35	-0.2271
36	-0.2271
37	-0.2271
38	-0.2271
39	-0.2271
40	-0.2271
41	-0.2271
42	-0.2271
43	-0.2271
44	-0.2271
45	-0.2271
46	-0.2271
47	-0.2271
48	-0.2271
49	-0.2271
50	-0.2271
51	-0.2271
52	-0.2271
53	-0.2271
54	-0.2271
55	-0.2271
56	-0.2271
57	-0.2271
58	-0.2271
59	-0.2271
60	-0.2271
61	-0.2271
62	-0.2271
63	-0.2271
64	-0.2271
65	-0.2271
66	-0.2271
67	-0.2271
68	-0.2271
69	-0.2271
70	-0.2271
71	-0.2271
72	4.716
73	4.708
74	4.73
75	-0.2271
76	-0.2271
77	-0.2271
78	-0.2271
79	-0.2271
80	-0.2271
81	-0.2271
82	-0.2271
83	-0.2271
84	-0.2271
85	-0.2271
86	-0.2271
87	-0.2271
88	-0.2271
89	-0.2271
90	-0.2271
91	-0.2271
92	-0.2271
93	-0.2271
94	-0.2271
95	-0.2271
96	-0.2271
97	-0.2271
98	-0.2271
99	-0.2271
100	-0.2271
101	-0.2271
102	-0.2271
103	-0.2271
104	-0.2271
105	-0.2271
106	-0.2271
107	-0.2271
108	-0.2271
109	-0.2271
110	-0.2271
111	-0.2271
112	-0.2271
113	-0.2271
114	-0.2271
115	-0.2271
116	3.511
117	-0.2271
118	-0.2271
119	-0.2271
120	-0.2271
121	-0.2271
122	-0.2271
123	-0.2271
124	-0.2271
125	-0.2271
126	-0.2271
127	-0.2271
128	-0.2271
129	-0.2271
130	-0.2271
131	-0.2271
132	-0.2271
133	-0.2271
134	-0.2271
135	-0.2271
136	-0.2271
137	-0.2271
138	-0.2271
139	-0.2271
140	4.548
141	-0.001557
142	-0.001557
143	-0.2271
144	-0.2271
145	-0.2271
146	4.426
147	-0.2271
148	-0.2271
149	-0.2271
150	-0.2271
151	-0.2271
152	-0.2271
153	-0.2271
154	-0.2271
155	-0.2271
156	-0.2271
157	-0.2271
158	-0.2271
159	-0.2271
160	-0.2271
161	-0.2271
162	-0.2271
163	-0.2271
164	4.279
165	-0.227
# Average = 1.001
# Standard Deviation = 0.614
