POS	prob01	prob10
1	0.005286	0.003261
2	1.015	0.6889
3	0.005286	0.003261
4	0.005286	0.003261
5	0.005281	0.003256
6	0.005281	0.003256
7	0.005281	0.003256
8	0.005281	0.003256
9	0.005281	0.003256
10	0.005281	0.003256
11	0.005281	0.003256
12	0.005281	0.003256
13	0.005281	0.003256
14	0.005281	0.003256
15	0.005281	0.003256
16	0.005281	0.003256
17	0.005281	0.003256
18	0.005281	0.003256
19	0.005281	0.003256
20	0.005281	0.003256
21	0.005281	0.003256
22	0.005281	0.003256
23	0.005281	0.003256
24	0.005281	0.003256
25	0.005281	0.003256
26	0.005281	0.003256
27	0.005281	0.003256
28	0.005281	0.003256
29	0.005281	0.003256
30	0.005281	0.003256
31	0.005281	0.003256
32	0.005281	0.003256
33	0.005281	0.003256
34	0.005281	0.003256
35	0.005281	0.003256
36	0.005281	0.003256
37	0.005281	0.003256
38	0.005281	0.003256
39	0.005281	0.003256
40	0.005281	0.003256
41	0.005281	0.003256
42	0.005281	0.003256
43	0.005281	0.003256
44	0.005281	0.003256
45	0.005281	0.003256
46	0.005281	0.003256
47	0.005281	0.003256
48	0.005281	0.003256
49	0.005281	0.003256
50	0.005281	0.003256
51	0.005281	0.003256
52	0.005281	0.003256
53	0.005281	0.003256
54	0.005281	0.003256
55	0.005281	0.003256
56	0.005281	0.003256
57	0.005281	0.003256
58	0.005281	0.003256
59	0.005281	0.003256
60	0.005281	0.003256
61	0.005281	0.003256
62	0.005281	0.003256
63	0.005281	0.003256
64	0.005281	0.003256
65	0.005281	0.003256
66	0.005281	0.003256
67	0.005281	0.003256
68	0.005281	0.003256
69	0.005281	0.003256
70	0.005281	0.003256
71	0.005281	0.003256
72	1.951	0.6066
73	2.468	0.05112
74	2.413	6.331
75	0.005281	0.003256
76	0.005281	0.003256
77	0.005281	0.003256
78	0.005281	0.003256
79	0.005281	0.003256
80	0.005281	0.003256
81	0.005281	0.003256
82	0.005281	0.003256
83	0.005281	0.003256
84	0.005281	0.003256
85	0.005281	0.003256
86	0.005281	0.003256
87	0.005281	0.003256
88	0.005281	0.003256
89	0.005281	0.003256
90	0.005281	0.003256
91	0.005281	0.003256
92	0.005281	0.003256
93	0.005281	0.003256
94	0.005281	0.003256
95	0.005281	0.003256
96	0.005281	0.003256
97	0.005281	0.003256
98	0.005281	0.003256
99	0.005281	0.003256
100	0.005281	0.003256
101	0.005281	0.003256
102	0.005281	0.003256
103	0.005281	0.003256
104	0.005281	0.003256
105	0.005281	0.003256
106	0.005281	0.003256
107	0.005281	0.003256
108	0.005281	0.003256
109	0.005281	0.003256
110	0.005281	0.003256
111	0.005281	0.003256
112	0.005281	0.003256
113	0.005281	0.003256
114	0.005281	0.003256
115	0.005281	0.003256
116	1.013	0.03055
117	0.005281	0.003256
118	0.005281	0.003256
119	0.005281	0.003256
120	0.005281	0.003256
121	0.005281	0.003256
122	0.005281	0.003256
123	0.005281	0.003256
124	0.005281	0.003256
125	0.005281	0.003256
126	0.005281	0.003256
127	0.005281	0.003256
128	0.005281	0.003256
129	0.005281	0.003256
130	0.005281	0.003256
131	0.005281	0.003256
132	0.005281	0.003256
133	0.005281	0.003256
134	0.005281	0.003256
135	0.005281	0.003256
136	0.005281	0.003256
137	0.005281	0.003256
138	0.005281	0.003256
139	0.005281	0.003256
140	0.03282	1.013
141	0.02755	0.04884
142	0.02755	0.04884
143	0.005281	0.003256
144	0.005281	0.003256
145	0.005281	0.003256
146	0.3041	0.9411
147	0.005281	0.003256
148	0.005281	0.003256
149	0.005281	0.003256
150	0.005281	0.003256
151	0.005281	0.003256
152	0.005281	0.003256
153	0.005281	0.003256
154	0.005281	0.003256
155	0.005281	0.003256
156	0.005281	0.003256
157	0.005281	0.003256
158	0.005281	0.003256
159	0.005281	0.003256
160	0.005281	0.003256
161	0.005281	0.003256
162	0.005281	0.003256
163	0.005281	0.003256
164	1.015	0.6889
165	0.005286	0.003261
