# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
0 0 
0 48 
47 1 
0 0 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
35 1 
1 11 
46 2 
0 0 
2 0 
8 38 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
47 1 
0 0 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
1 47 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
26 0 
1 21 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
0 0 
0 48 
47 1 
0 0 
0 0 
0 48 
