# log Likelihood of tree (entire data)=	-126.4
POS	logLofPos
1	-0.07018
2	-16.62
3	-0.07018
4	-0.07018
5	-0.07019
6	-0.07019
7	-0.07019
8	-0.07019
9	-0.07019
10	-0.07019
11	-0.07019
12	-0.07019
13	-0.07019
14	-0.07019
15	-0.07019
16	-0.07019
17	-0.07019
18	-0.07019
19	-0.07019
20	-0.07019
21	-0.07019
22	-0.07019
23	-0.07019
24	-0.07019
25	-0.07019
26	-0.07019
27	-0.07019
28	-0.07019
29	-0.07019
30	-0.07019
31	-0.07019
32	-0.07019
33	-0.07019
34	-0.07019
35	-0.07019
36	-0.07019
37	-0.07019
38	-0.07019
39	-0.07019
40	-0.07019
41	-0.07019
42	-0.07019
43	-0.07019
44	-0.07019
45	-0.07019
46	-0.07019
47	-0.07019
48	-0.07019
49	-0.07019
50	-0.07019
51	-0.07019
52	-0.07019
53	-0.07019
54	-0.07019
55	-0.07019
56	-0.07019
57	-0.07019
58	-0.07019
59	-0.07019
60	-0.07019
61	-0.07019
62	-0.07019
63	-0.07019
64	-0.07019
65	-0.07019
66	-0.07019
67	-0.07019
68	-0.07019
69	-0.07019
70	-0.07019
71	-0.07019
72	-10.27
73	-10.78
74	-39.24
75	-0.07019
76	-0.07019
77	-0.07019
78	-0.07019
79	-0.07019
80	-0.07019
81	-0.07019
82	-0.07019
83	-0.07019
84	-0.07019
85	-0.07019
86	-0.07019
87	-0.07019
88	-0.07019
89	-0.07019
90	-0.07019
91	-0.07019
92	-0.07019
93	-0.07019
94	-0.07019
95	-0.07019
96	-0.07019
97	-0.07019
98	-0.07019
99	-0.07019
100	-0.07019
101	-0.07019
102	-0.07019
103	-0.07019
104	-0.07019
105	-0.07019
106	-0.07019
107	-0.07019
108	-0.07019
109	-0.07019
110	-0.07019
111	-0.07019
112	-0.07019
113	-0.07019
114	-0.07019
115	-0.07019
116	-8.531
117	-0.07019
118	-0.07019
119	-0.07019
120	-0.07019
121	-0.07019
122	-0.07019
123	-0.07019
124	-0.07019
125	-0.07019
126	-0.07019
127	-0.07019
128	-0.07019
129	-0.07019
130	-0.07019
131	-0.07019
132	-0.07019
133	-0.07019
134	-0.07019
135	-0.07019
136	-0.07019
137	-0.07019
138	-0.07019
139	-0.07019
140	-6.942
141	-0.02186
142	-0.02186
143	-0.07019
144	-0.07019
145	-0.07019
146	-6.485
147	-0.07019
148	-0.07019
149	-0.07019
150	-0.07019
151	-0.07019
152	-0.07019
153	-0.07019
154	-0.07019
155	-0.07019
156	-0.07019
157	-0.07019
158	-0.07019
159	-0.07019
160	-0.07019
161	-0.07019
162	-0.07019
163	-0.07019
164	-16.62
165	-0.07018
