POS	prob01	prob10
1	0.0003939	0.000593
2	1.001	0.005191
3	0.0003896	0.0002901
4	0.0003896	0.0002901
5	0.0003896	0.0002901
6	0.0003896	0.0002901
7	0.0003896	0.0002901
8	0.0003896	0.0002901
9	1.001	0.001657
10	0.0003896	0.0002901
11	0.0003896	0.0002901
12	0.0003896	0.0002901
13	0.0003896	0.0002901
14	0.0003896	0.0002901
15	0.0003896	0.0002901
16	0.0003896	0.0002901
17	0.0003896	0.0002901
18	0.0003896	0.0002901
19	0.0003896	0.0002901
20	0.0003896	0.0002901
21	0.0003896	0.0002901
22	0.0003896	0.0002901
23	0.0003896	0.0002901
24	0.0003896	0.0002901
25	0.0003896	0.0002901
26	0.0003896	0.0002901
27	0.0003896	0.0002901
28	0.0003896	0.0002901
29	0.0003896	0.0002901
30	0.0003896	0.0002901
31	0.0003896	0.0002901
32	0.0003896	0.0002901
33	0.0003896	0.0002901
34	0.0003896	0.0002901
35	0.0003896	0.0002901
36	0.0003896	0.0002901
37	0.0003896	0.0002901
38	0.0003896	0.0002901
39	0.0003896	0.0002901
40	0.0003896	0.0002901
41	0.0003896	0.0002901
42	0.0003896	0.0002901
43	0.0003896	0.0002901
44	0.0003896	0.0002901
45	0.0003896	0.0002901
46	0.0003896	0.0002901
47	0.0003896	0.0002901
48	0.0003896	0.0002901
49	0.0003896	0.0002901
50	0.0003896	0.0002901
51	0.0003896	0.0002901
52	0.0003896	0.0002901
53	0.0003896	0.0002901
54	0.0003896	0.0002901
55	0.0003896	0.0002901
56	0.0003896	0.0002901
57	0.0003896	0.0002901
58	0.0003896	0.0002901
59	0.0003896	0.0002901
60	0.0003896	0.0002901
61	0.0003896	0.0002901
62	0.0003896	0.0002901
63	0.0003896	0.0002901
64	0.0003896	0.0002901
65	0.0003896	0.0002901
66	0.0003896	0.0002901
67	0.0003896	0.0002901
68	0.0003896	0.0002901
69	0.0003896	0.0002901
70	0.0003896	0.0002901
71	0.0003896	0.0002901
72	0.0003896	0.0002901
73	0.0003896	0.0002901
74	0.0003896	0.0002901
75	0.0003896	0.0002901
76	0.0003896	0.0002901
77	0.0003896	0.0002901
78	0.0003896	0.0002901
79	0.0003896	0.0002901
80	0.0003896	0.0002901
81	0.0003896	0.0002901
82	0.0003896	0.0002901
83	0.0003896	0.0002901
84	0.0003896	0.0002901
85	0.0003896	0.0002901
86	0.0003896	0.0002901
87	0.0003896	0.0002901
88	0.0003896	0.0002901
89	0.0003896	0.0002901
90	0.0003896	0.0002901
91	0.0003896	0.0002901
92	0.0003896	0.0002901
93	0.0003896	0.0002901
94	0.0003896	0.0002901
95	0.0003896	0.0002901
96	0.0003896	0.0002901
97	0.0003896	0.0002901
98	0.0003896	0.0002901
99	0.0003896	0.0002901
100	0.0003896	0.0002901
101	0.0003896	0.0002901
102	0.0003896	0.0002901
103	0.0003896	0.0002901
104	0.0003896	0.0002901
105	0.0003896	0.0002901
106	0.0003896	0.0002901
107	0.0003896	0.0002901
108	0.0003896	0.0002901
109	0.0003896	0.0002901
110	0.0003896	0.0002901
111	0.0003896	0.0002901
112	0.0003896	0.0002901
113	0.0003896	0.0002901
114	0.0003896	0.0002901
115	0.0003896	0.0002901
116	0.0003896	0.0002901
117	0.0003896	0.0002901
118	0.0003896	0.0002901
119	0.0003896	0.0002901
120	0.0003896	0.0002901
121	0.0003896	0.0002901
122	0.0003896	0.0002901
123	0.0003896	0.0002901
124	0.0003896	0.0002901
125	0.0003896	0.0002901
126	0.0003896	0.0002901
127	0.0003896	0.0002901
128	0.0003896	0.0002901
129	0.0003896	0.0002901
130	0.0003896	0.0002901
131	0.2533	1.749
132	0.0003896	0.0002901
133	0.0003896	0.0002901
134	0.0003896	0.0002901
135	0.0003896	0.0002901
136	0.0003896	0.0002901
137	0.9958	0.03366
138	0.006712	1.008
139	1.998	0.01097
140	0.006409	0.02069
141	0.0003896	0.0002901
142	0.0003896	0.0002901
143	0.0003896	0.0002901
144	0.0003896	0.0002901
145	0.0003896	0.0002901
146	0.0003896	0.0002901
147	0.0003896	0.0002901
148	0.0003896	0.0002901
149	0.0003896	0.0002901
150	0.0003896	0.0002901
151	1.001	0.001636
152	0.0003896	0.0002901
153	0.0003896	0.0002901
154	0.0003896	0.0002901
155	0.0003896	0.0002901
156	0.0003896	0.0002901
157	0.0003896	0.0002901
158	0.0003896	0.0002901
159	0.0003896	0.0002901
160	0.0003896	0.0002901
161	0.0003896	0.0002901
162	0.0003896	0.0002901
163	0.0003896	0.0002901
164	0.0003896	0.0002901
165	0.0003896	0.0002901
166	0.0003896	0.0002901
167	0.0003896	0.0002901
168	0.001789	1.001
169	0.003477	0.02302
170	0.003477	0.02302
171	0.003477	0.02302
