# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
0 0 
0 32 
31 1 
0 0 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
31 1 
0 0 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
6 0 
2 24 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
27 1 
0 4 
0 0 
1 31 
24 0 
3 5 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
31 1 
0 0 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
0 0 
1 31 
0 0 
0 32 
0 0 
0 32 
0 0 
0 32 
