# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
5 1 
0 0 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
2 0 
1 3 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
2 0 
1 3 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
2 0 
1 3 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
0 0 
0 6 
5 1 
0 0 
0 0 
0 6 
