# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
0 0 
0 20 
19 1 
0 0 
19 1 
0 0 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
1 19 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
9 1 
0 10 
2 0 
1 17 
16 0 
1 3 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
4 0 
3 13 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
