# log Likelihood of tree (entire data)=	-107.7
POS	logLofPos
1	-0.07955
2	-6.221
3	-6.985
4	-13.23
5	-0.08193
6	-0.08304
7	-0.08304
8	-0.08304
9	-0.08304
10	-0.08304
11	-0.08304
12	-0.08304
13	-0.08304
14	-0.08304
15	-0.08304
16	-0.08304
17	-0.08304
18	-0.08304
19	-0.08304
20	-0.08304
21	-0.08304
22	-0.08304
23	-0.08304
24	-0.08304
25	-0.08304
26	-0.08304
27	-0.08304
28	-6.813
29	-0.08304
30	-0.08304
31	-0.08304
32	-0.08304
33	-0.08304
34	-0.08304
35	-0.08304
36	-0.08304
37	-0.08304
38	-0.08304
39	-0.08304
40	-0.08304
41	-0.08304
42	-0.08304
43	-0.08304
44	-0.08304
45	-6.712
46	-0.08304
47	-0.08304
48	-0.08304
49	-0.08304
50	-0.08304
51	-0.08304
52	-0.08304
53	-0.08304
54	-0.08304
55	-0.08304
56	-0.08304
57	-0.08304
58	-0.08304
59	-0.08304
60	-0.08304
61	-0.08304
62	-6.813
63	-0.08304
64	-0.08304
65	-0.08304
66	-0.08304
67	-0.08304
68	-0.08304
69	-0.08304
70	-0.08304
71	-0.08304
72	-0.08304
73	-0.08304
74	-0.08304
75	-0.08304
76	-0.08304
77	-0.08304
78	-0.08304
79	-0.08304
80	-6.228
81	-0.08304
82	-0.08304
83	-0.08304
84	-0.08304
85	-0.08304
86	-0.08304
87	-0.08304
88	-0.08304
89	-0.08304
90	-0.08304
91	-0.08304
92	-0.08304
93	-0.08304
94	-0.08304
95	-0.08304
96	-0.08304
97	-0.08304
98	-0.08304
99	-0.08304
100	-0.08304
101	-0.08304
102	-0.08304
103	-0.08304
104	-0.08304
105	-0.08304
106	-0.08304
107	-0.08304
108	-0.08304
109	-0.08304
110	-0.08304
111	-0.08304
112	-0.08304
113	-0.08304
114	-0.08304
115	-0.08304
116	-0.08304
117	-0.08304
118	-0.08304
119	-0.08304
120	-0.08304
121	-0.08304
122	-0.08304
123	-0.08304
124	-5.812
125	-4.23
126	-4.224
127	-0.08304
128	-0.08304
129	-0.08304
130	-0.08304
131	-0.08304
132	-0.08304
133	-0.08304
134	-0.08304
135	-0.08304
136	-0.08304
137	-0.08304
138	-0.08304
139	-0.08304
140	-0.08304
141	-0.08304
142	-0.08304
143	-0.08304
144	-0.08304
145	-0.08304
146	-0.08304
147	-13.83
148	-0.08304
149	-0.08304
150	-0.08304
151	-0.08304
152	-0.08304
153	-0.08304
154	-0.08304
155	-0.08304
156	-0.08304
157	-0.08304
158	-0.08304
159	-0.08304
160	-0.08304
161	-0.08304
162	-0.08304
163	-0.08304
164	-0.08304
165	-0.08304
166	-0.08304
167	-0.08304
168	-0.08304
169	-0.08304
170	-6.987
171	-0.08193
172	-0.08193
173	-6.221
174	-0.07955
