POS	prob01	prob10
1	8.7e-05	0.0004723
2	1	0.0006259
3	1	9.329e-05
4	8.675e-05	0.0002115
5	8.675e-05	3.672e-05
6	8.675e-05	3.672e-05
7	8.675e-05	3.672e-05
8	8.675e-05	3.672e-05
9	8.675e-05	3.672e-05
10	8.675e-05	3.672e-05
11	8.675e-05	3.672e-05
12	8.675e-05	3.672e-05
13	8.675e-05	3.672e-05
14	8.675e-05	3.672e-05
15	8.675e-05	3.672e-05
16	8.675e-05	3.672e-05
17	8.675e-05	3.672e-05
18	8.675e-05	3.672e-05
19	8.675e-05	3.672e-05
20	8.675e-05	3.672e-05
21	8.675e-05	3.672e-05
22	8.675e-05	3.672e-05
23	8.675e-05	3.672e-05
24	8.675e-05	3.672e-05
25	8.675e-05	3.672e-05
26	8.675e-05	3.672e-05
27	8.675e-05	3.672e-05
28	8.675e-05	3.672e-05
29	8.675e-05	3.672e-05
30	8.675e-05	3.672e-05
31	8.675e-05	3.672e-05
32	8.675e-05	3.672e-05
33	8.675e-05	3.672e-05
34	8.675e-05	3.672e-05
35	8.675e-05	3.672e-05
36	8.675e-05	3.672e-05
37	8.675e-05	3.672e-05
38	8.675e-05	3.672e-05
39	8.675e-05	3.672e-05
40	8.675e-05	3.672e-05
41	8.675e-05	3.672e-05
42	8.675e-05	3.672e-05
43	8.675e-05	3.672e-05
44	8.675e-05	3.672e-05
45	8.675e-05	3.672e-05
46	8.675e-05	3.672e-05
47	8.675e-05	3.672e-05
48	8.675e-05	3.672e-05
49	8.675e-05	3.672e-05
50	8.675e-05	3.672e-05
51	8.675e-05	3.672e-05
52	8.675e-05	3.672e-05
53	8.675e-05	3.672e-05
54	8.675e-05	3.672e-05
55	8.675e-05	3.672e-05
56	8.675e-05	3.672e-05
57	8.675e-05	3.672e-05
58	8.675e-05	3.672e-05
59	8.675e-05	3.672e-05
60	8.675e-05	3.672e-05
61	8.675e-05	3.672e-05
62	8.675e-05	3.672e-05
63	8.675e-05	3.672e-05
64	8.675e-05	3.672e-05
65	8.675e-05	3.672e-05
66	8.675e-05	3.672e-05
67	8.675e-05	3.672e-05
68	8.675e-05	3.672e-05
69	8.675e-05	3.672e-05
70	8.675e-05	3.672e-05
71	8.675e-05	3.672e-05
72	8.675e-05	3.672e-05
73	8.675e-05	3.672e-05
74	8.675e-05	3.672e-05
75	8.675e-05	3.672e-05
76	0.003124	0.007909
77	0.6136	0.3867
78	8.675e-05	3.672e-05
79	8.675e-05	3.672e-05
80	8.675e-05	3.672e-05
81	8.675e-05	3.672e-05
82	8.675e-05	3.672e-05
83	8.675e-05	3.672e-05
84	8.675e-05	3.672e-05
85	8.675e-05	3.672e-05
86	8.675e-05	3.672e-05
87	8.675e-05	3.672e-05
88	8.675e-05	3.672e-05
89	8.675e-05	3.672e-05
90	8.675e-05	3.672e-05
91	8.675e-05	3.672e-05
92	8.675e-05	3.672e-05
93	8.675e-05	3.672e-05
94	8.675e-05	3.672e-05
95	8.675e-05	3.672e-05
96	8.675e-05	3.672e-05
97	8.675e-05	3.672e-05
98	8.675e-05	3.672e-05
99	8.675e-05	3.672e-05
100	8.675e-05	3.672e-05
101	8.675e-05	3.672e-05
102	8.675e-05	3.672e-05
103	8.675e-05	3.672e-05
104	8.675e-05	3.672e-05
105	8.675e-05	3.672e-05
106	8.675e-05	3.672e-05
107	8.675e-05	3.672e-05
108	8.675e-05	3.672e-05
109	0.3855	0.6148
110	0.004974	0.01142
111	8.675e-05	3.672e-05
112	8.675e-05	3.672e-05
113	8.675e-05	3.672e-05
114	8.675e-05	3.672e-05
115	8.675e-05	3.672e-05
116	8.675e-05	3.672e-05
117	8.675e-05	3.672e-05
118	8.675e-05	3.672e-05
119	8.675e-05	3.672e-05
120	8.675e-05	3.672e-05
121	8.675e-05	3.672e-05
122	8.675e-05	3.672e-05
123	8.675e-05	3.672e-05
124	8.675e-05	3.672e-05
125	8.675e-05	3.672e-05
126	8.675e-05	3.672e-05
127	8.675e-05	3.672e-05
128	8.675e-05	3.672e-05
129	8.675e-05	3.672e-05
130	8.675e-05	3.672e-05
131	8.675e-05	3.672e-05
132	8.675e-05	3.672e-05
133	8.675e-05	3.672e-05
134	8.675e-05	3.672e-05
135	8.675e-05	3.672e-05
136	8.675e-05	3.672e-05
137	8.675e-05	3.672e-05
138	8.675e-05	3.672e-05
139	8.675e-05	3.672e-05
140	8.675e-05	3.672e-05
141	8.675e-05	3.672e-05
142	8.675e-05	3.672e-05
143	8.675e-05	3.672e-05
144	8.675e-05	3.672e-05
145	8.675e-05	3.672e-05
146	8.675e-05	3.672e-05
147	8.675e-05	3.672e-05
148	8.675e-05	3.672e-05
149	8.675e-05	3.672e-05
150	8.675e-05	3.672e-05
151	8.675e-05	3.672e-05
152	8.675e-05	3.672e-05
153	8.675e-05	3.672e-05
154	8.675e-05	3.672e-05
155	8.675e-05	3.672e-05
156	8.675e-05	3.672e-05
157	8.675e-05	3.672e-05
158	8.675e-05	3.672e-05
159	0.001313	1
160	0.005292	0.01422
161	8.675e-05	3.672e-05
162	8.675e-05	3.672e-05
163	8.675e-05	3.672e-05
164	8.675e-05	3.672e-05
165	8.675e-05	3.672e-05
166	8.675e-05	0.0002115
167	1	9.329e-05
168	8.675e-05	0.0002115
169	8.675e-05	0.0002115
170	8.675e-05	0.0002115
171	8.675e-05	0.0002115
