# log Likelihood of tree (entire data)=	-24.97
POS	logLofPos
1	-0.01991
2	-7.029
3	-0.01991
4	-0.01991
5	-0.01991
6	-0.01991
7	-0.01991
8	-0.01991
9	-0.01991
10	-0.01991
11	-0.01991
12	-0.01991
13	-0.01991
14	-0.01991
15	-0.01991
16	-0.01991
17	-0.01991
18	-0.01991
19	-0.01991
20	-0.01991
21	-0.01991
22	-0.01991
23	-0.01991
24	-0.01991
25	-0.01991
26	-0.01991
27	-0.01991
28	-0.01991
29	-0.01991
30	-0.01991
31	-0.01991
32	-0.01991
33	-0.01991
34	-0.01991
35	-0.01991
36	-0.01991
37	-0.01991
38	-0.01991
39	-0.01991
40	-0.01991
41	-0.01991
42	-0.01991
43	-0.01991
44	-0.01991
45	-0.01991
46	-0.01991
47	-0.01991
48	-0.01991
49	-0.01991
50	-0.01991
51	-0.01991
52	-0.01991
53	-0.01991
54	-0.01991
55	-0.01991
56	-0.01991
57	-0.01991
58	-0.01991
59	-0.01991
60	-0.01991
61	-0.01991
62	-0.01991
63	-0.01991
64	-0.01991
65	-0.01991
66	-0.01991
67	-0.01991
68	-0.01991
69	-0.01991
70	-0.01991
71	-0.01991
72	-0.01991
73	-0.01991
74	-0.01991
75	-0.01991
76	-0.01991
77	-0.01991
78	-0.01991
79	-0.01991
80	-0.01991
81	-0.01991
82	-6.734
83	-0.01991
84	-0.01991
85	-0.01991
86	-0.01991
87	-0.01991
88	-0.01991
89	-0.01991
90	-0.01991
91	-0.01991
92	-0.01991
93	-0.01991
94	-0.01991
95	-0.01991
96	-0.01991
97	-0.01991
98	-0.01991
99	-0.01991
100	-0.01991
101	-0.01991
102	-0.01991
103	-0.01991
104	-0.01991
105	-0.01991
106	-0.01991
107	-0.01991
108	-0.01991
109	-0.01991
110	-0.01991
111	-0.01991
112	-0.01991
113	-0.01991
114	-0.01991
115	-0.01991
116	-0.01991
117	-0.01991
118	-0.01991
119	-0.01991
120	-0.01991
121	-0.01991
122	-0.01991
123	-0.01991
124	-0.01991
125	-0.01991
126	-0.01991
127	-0.01991
128	-0.01991
129	-0.01991
130	-0.01991
131	-0.01991
132	-0.01991
133	-0.01991
134	-0.01991
135	-0.01991
136	-0.01991
137	-0.01991
138	-0.01991
139	-0.01991
140	-0.01991
141	-0.01991
142	-0.01991
143	-0.01991
144	-0.01991
145	-0.01991
146	-0.01991
147	-0.01991
148	-0.01991
149	-0.01991
150	-0.01991
151	-0.01991
152	-0.01991
153	-0.01991
154	-8.123
155	-0.01961
156	-0.01961
157	-0.01961
158	-0.01961
