# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
0 0 
0 20 
18 2 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
1 19 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
4 0 
1 15 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
8 0 
1 11 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
10 0 
1 9 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
8 0 
1 11 
17 1 
0 2 
0 0 
0 20 
0 0 
0 20 
17 1 
0 2 
0 0 
0 20 
8 0 
1 11 
0 0 
0 20 
10 0 
1 9 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
10 0 
1 9 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
10 0 
1 9 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
10 0 
1 9 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
8 0 
1 11 
4 0 
1 15 
0 0 
0 20 
0 0 
0 20 
10 0 
1 9 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
10 0 
1 9 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
10 0 
1 9 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
2 18 
0 0 
0 20 
