POS	prob01	prob10
1	0.05092	0.02377
2	1.431	2.512
3	0.05092	0.02377
4	0.05006	0.02266
5	0.05006	0.02266
6	1.693	1.046
7	0.05006	0.02266
8	0.05006	0.02266
9	0.05006	0.02266
10	0.05006	0.02266
11	0.05006	0.02266
12	0.05006	0.02266
13	0.05006	0.02266
14	0.05006	0.02266
15	0.05006	0.02266
16	0.05006	0.02266
17	0.05006	0.02266
18	0.05006	0.02266
19	0.05006	0.02266
20	0.05006	0.02266
21	0.05006	0.02266
22	0.5747	0.943
23	0.05006	0.02266
24	0.05006	0.02266
25	0.05006	0.02266
26	0.05006	0.02266
27	0.05006	0.02266
28	0.05006	0.02266
29	0.05006	0.02266
30	0.05006	0.02266
31	0.05006	0.02266
32	0.05006	0.02266
33	0.05006	0.02266
34	0.05006	0.02266
35	0.05006	0.02266
36	0.5022	0.5879
37	0.07774	0.06978
38	0.05006	0.02266
39	0.05006	0.02266
40	0.05006	0.02266
41	0.05006	0.02266
42	0.05006	0.02266
43	0.05006	0.02266
44	0.05006	0.02266
45	0.05006	0.02266
46	0.05006	0.02266
47	0.05006	0.02266
48	0.05006	0.02266
49	0.05006	0.02266
50	0.05006	0.02266
51	0.4026	0.6953
52	0.05006	0.02266
53	0.05006	0.02266
54	0.05006	0.02266
55	0.05006	0.02266
56	0.05006	0.02266
57	0.5022	0.5879
58	0.8812	0.6381
59	0.05891	0.03493
60	0.05006	0.02266
61	1.056	0.3135
62	0.0522	0.02822
63	0.5562	0.5972
64	0.0805	0.07634
65	0.4026	0.6953
66	0.05006	0.02266
67	1.061	0.2323
68	0.05006	0.02266
69	0.05006	0.02266
70	0.05006	0.02266
71	0.05006	0.02266
72	0.05006	0.02266
73	0.4026	0.6953
74	0.09231	0.07882
75	0.05006	0.02266
76	0.05006	0.02266
77	0.05006	0.02266
78	0.05006	0.02266
79	0.05006	0.02266
80	0.05006	0.02266
81	0.05006	0.02266
82	0.05006	0.02266
83	0.05006	0.02266
84	0.05006	0.02266
85	0.05006	0.02266
86	0.05006	0.02266
87	0.05006	0.02266
88	0.05006	0.02266
89	0.05006	0.02266
90	0.05006	0.02266
91	0.05006	0.02266
92	0.05006	0.02266
93	0.05006	0.02266
94	0.05006	0.02266
95	0.05006	0.02266
96	0.05006	0.02266
97	0.05006	0.02266
98	0.05006	0.02266
99	0.05006	0.02266
100	0.05006	0.02266
101	0.05006	0.02266
102	0.05006	0.02266
103	0.05006	0.02266
104	0.05006	0.02266
105	0.05006	0.02266
106	0.05006	0.02266
107	0.05006	0.02266
108	0.05006	0.02266
109	0.05006	0.02266
110	0.05006	0.02266
111	0.05006	0.02266
112	0.05006	0.02266
113	0.05006	0.02266
114	0.05006	0.02266
115	0.4026	0.6953
116	0.09231	0.07882
117	0.09231	0.07882
118	0.05006	0.02266
119	0.4026	0.6953
120	0.09231	0.07882
121	0.05006	0.02266
122	0.05006	0.02266
123	0.05006	0.02266
124	0.05006	0.02266
125	0.05006	0.02266
126	0.05006	0.02266
127	0.05006	0.02266
128	0.05006	0.02266
129	0.5022	0.5879
130	0.6871	0.9106
131	0.05006	0.02266
132	0.05006	0.02266
133	0.4026	0.6953
134	0.09231	0.07882
135	1.062	0.2289
136	0.05043	0.02484
137	0.05043	0.02484
138	0.05043	0.02484
139	0.05043	0.02484
140	0.4283	0.6971
141	0.05043	0.02484
142	0.05006	0.02266
143	0.05006	0.02266
144	0.05006	0.02266
145	0.05006	0.02266
146	1.062	0.2221
147	0.05006	0.02266
148	0.05006	0.02266
149	0.05006	0.02266
150	0.05006	0.02266
151	0.05006	0.02266
152	0.05006	0.02266
153	0.4026	0.6953
154	0.09231	0.07882
155	0.05006	0.02266
156	0.05006	0.02266
157	0.05006	0.02266
158	0.05006	0.02266
159	0.05006	0.02266
160	0.05006	0.02266
161	0.05006	0.02266
162	0.05006	0.02266
163	0.05006	0.02266
164	0.05006	0.02266
165	0.05006	0.02266
166	3.335	0.8055
167	0.08036	0.08177
