# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
16 0 
1 3 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
1 19 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
1 19 
15 1 
1 3 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
0 0 
0 20 
19 1 
0 0 
0 0 
0 20 
0 0 
0 20 
