POS	exp01	exp10
1	0.0009415	0.001822
2	1.002	0.005368
3	0.0009318	0.0004444
4	0.0009318	0.0004444
5	0.0009318	0.0004444
6	0.0009318	0.0004444
7	0.0009318	0.0004444
8	0.0009318	0.0004444
9	0.0009318	0.0004444
10	0.0009318	0.0004444
11	0.0009318	0.0004444
12	0.0009318	0.0004444
13	0.0009318	0.0004444
14	0.0009318	0.0004444
15	0.0009318	0.0004444
16	0.0009318	0.0004444
17	0.0009318	0.0004444
18	0.0009318	0.0004444
19	0.0009318	0.0004444
20	0.0009318	0.0004444
21	0.0009318	0.0004444
22	0.0009318	0.0004444
23	0.0009318	0.0004444
24	0.0009318	0.0004444
25	0.0009318	0.0004444
26	0.0009318	0.0004444
27	0.0009318	0.0004444
28	0.0009318	0.0004444
29	0.0009318	0.0004444
30	0.0009318	0.0004444
31	0.0009318	0.0004444
32	0.0009318	0.0004444
33	0.0009318	0.0004444
34	0.0009318	0.0004444
35	0.0009318	0.0004444
36	0.0009318	0.0004444
37	0.0009318	0.0004444
38	0.0009318	0.0004444
39	0.0009318	0.0004444
40	0.0009318	0.0004444
41	0.0009318	0.0004444
42	0.0009318	0.0004444
43	0.0009318	0.0004444
44	0.0009318	0.0004444
45	0.0009318	0.0004444
46	0.0009318	0.0004444
47	0.0009318	0.0004444
48	0.0009318	0.0004444
49	0.0009318	0.0004444
50	0.0009318	0.0004444
51	0.0009318	0.0004444
52	0.0009318	0.0004444
53	0.0009318	0.0004444
54	0.0009318	0.0004444
55	0.0009318	0.0004444
56	0.0009318	0.0004444
57	0.0009318	0.0004444
58	0.0009318	0.0004444
59	0.0009318	0.0004444
60	0.0009318	0.0004444
61	0.0009318	0.0004444
62	0.0009318	0.0004444
63	0.0009318	0.0004444
64	0.0009318	0.0004444
65	0.0009318	0.0004444
66	0.5	0.5063
67	0.0009318	0.0004444
68	0.0009318	0.0004444
69	0.0009318	0.0004444
70	0.0009318	0.0004444
71	0.0009318	0.0004444
72	0.0009318	0.0004444
73	0.0009318	0.0004444
74	0.0009318	0.0004444
75	0.0009318	0.0004444
76	0.0009318	0.0004444
77	0.0009318	0.0004444
78	0.0009318	0.0004444
79	0.0009318	0.0004444
80	0.0009318	0.0004444
81	0.0009318	0.0004444
82	0.0009318	0.0004444
83	0.0009318	0.0004444
84	0.0009318	0.0004444
85	0.0009318	0.0004444
86	0.0009318	0.0004444
87	0.0009318	0.0004444
88	0.0009318	0.0004444
89	0.0009318	0.0004444
90	0.0009318	0.0004444
91	0.0009318	0.0004444
92	0.0009318	0.0004444
93	0.0009318	0.0004444
94	0.0009318	0.0004444
95	0.0009318	0.0004444
96	0.0009318	0.0004444
97	0.0009318	0.0004444
98	0.0009318	0.0004444
99	0.0009318	0.0004444
100	0.0009318	0.0004444
101	0.0009318	0.0004444
102	0.0009318	0.0004444
103	0.0009318	0.0004444
104	0.0009318	0.0004444
105	0.0009318	0.0004444
106	0.0009318	0.0004444
107	0.0009318	0.0004444
108	0.0009318	0.0004444
109	0.0009318	0.0004444
110	0.0009318	0.0004444
111	0.0009318	0.0004444
112	0.0009318	0.0004444
113	0.0009318	0.0004444
114	0.0009318	0.0004444
115	0.0009318	0.0004444
116	0.01285	1.002
117	0.0009318	0.0004444
118	0.0009318	0.0004444
119	0.0009318	0.0004444
120	0.0009318	0.0004444
121	0.9396	1.164
122	0.0009591	0.0004612
123	0.0009318	0.0004444
124	0.0009318	0.0004444
125	0.0009318	0.0004444
126	0.0009318	0.0004444
127	0.0009318	0.0004444
128	0.0009318	0.0004444
129	0.0009318	0.0004444
130	0.0009318	0.0004444
131	0.0009318	0.0004444
132	0.0009318	0.0004444
133	0.0009318	0.0004444
134	0.2622	0.9254
135	1.43	0.5865
136	0.007797	0.02137
137	0.0009318	0.0004444
138	0.0009318	0.0004444
139	0.0009318	0.0004444
140	0.0009318	0.0004444
141	0.0009318	0.0004444
142	0.0009318	0.0004444
143	0.0009318	0.0004444
144	0.0009318	0.0004444
145	0.0009318	0.0004444
146	0.0009318	0.0004444
147	0.0009318	0.0004444
148	0.0009318	0.0004444
149	0.0009318	0.0004444
150	0.0009318	0.0004444
151	0.0009318	0.0004444
152	0.0009318	0.0004444
153	0.0009318	0.0004444
154	0.0009318	0.0004444
155	0.0009318	0.0004444
156	0.0009318	0.0004444
157	0.0009318	0.0004444
158	0.0009318	0.0004444
159	0.0009318	0.0004444
160	0.0009318	0.0004444
161	0.0009318	0.0004444
162	0.0009318	0.0004444
163	0.0009318	0.0004444
164	0.0009318	0.0004444
165	0.0009318	0.0004444
166	0.0009318	0.0004444
167	1.002	0.005368
168	0.0009415	0.001822
169	0.0009415	0.001822
