POS	prob01	prob10
1	0.0009414	0.001822
2	1.002	0.005367
3	0.0009317	0.0004443
4	0.0009317	0.0004443
5	0.0009317	0.0004443
6	0.0009317	0.0004443
7	0.0009317	0.0004443
8	0.0009317	0.0004443
9	0.0009317	0.0004443
10	0.0009317	0.0004443
11	0.0009317	0.0004443
12	0.0009317	0.0004443
13	0.0009317	0.0004443
14	0.0009317	0.0004443
15	0.0009317	0.0004443
16	0.0009317	0.0004443
17	0.0009317	0.0004443
18	0.0009317	0.0004443
19	0.0009317	0.0004443
20	0.0009317	0.0004443
21	0.0009317	0.0004443
22	0.0009317	0.0004443
23	0.0009317	0.0004443
24	0.0009317	0.0004443
25	0.0009317	0.0004443
26	0.0009317	0.0004443
27	0.0009317	0.0004443
28	0.0009317	0.0004443
29	0.0009317	0.0004443
30	0.0009317	0.0004443
31	0.0009317	0.0004443
32	0.0009317	0.0004443
33	0.0009317	0.0004443
34	0.0009317	0.0004443
35	0.0009317	0.0004443
36	0.0009317	0.0004443
37	0.0009317	0.0004443
38	0.0009317	0.0004443
39	0.0009317	0.0004443
40	0.0009317	0.0004443
41	0.0009317	0.0004443
42	0.0009317	0.0004443
43	0.0009317	0.0004443
44	0.0009317	0.0004443
45	0.0009317	0.0004443
46	0.0009317	0.0004443
47	0.0009317	0.0004443
48	0.0009317	0.0004443
49	0.0009317	0.0004443
50	0.0009317	0.0004443
51	0.0009317	0.0004443
52	0.0009317	0.0004443
53	0.0009317	0.0004443
54	0.0009317	0.0004443
55	0.0009317	0.0004443
56	0.0009317	0.0004443
57	0.0009317	0.0004443
58	0.0009317	0.0004443
59	0.0009317	0.0004443
60	0.0009317	0.0004443
61	0.0009317	0.0004443
62	0.0009317	0.0004443
63	0.0009317	0.0004443
64	0.0009317	0.0004443
65	0.0009317	0.0004443
66	0.4999	0.5062
67	0.0009317	0.0004443
68	0.0009317	0.0004443
69	0.0009317	0.0004443
70	0.0009317	0.0004443
71	0.0009317	0.0004443
72	0.0009317	0.0004443
73	0.0009317	0.0004443
74	0.0009317	0.0004443
75	0.0009317	0.0004443
76	0.0009317	0.0004443
77	0.0009317	0.0004443
78	0.0009317	0.0004443
79	0.0009317	0.0004443
80	0.0009317	0.0004443
81	0.0009317	0.0004443
82	0.0009317	0.0004443
83	0.0009317	0.0004443
84	0.0009317	0.0004443
85	0.0009317	0.0004443
86	0.0009317	0.0004443
87	0.0009317	0.0004443
88	0.0009317	0.0004443
89	0.0009317	0.0004443
90	0.0009317	0.0004443
91	0.0009317	0.0004443
92	0.0009317	0.0004443
93	0.0009317	0.0004443
94	0.0009317	0.0004443
95	0.0009317	0.0004443
96	0.0009317	0.0004443
97	0.0009317	0.0004443
98	0.0009317	0.0004443
99	0.0009317	0.0004443
100	0.0009317	0.0004443
101	0.0009317	0.0004443
102	0.0009317	0.0004443
103	0.0009317	0.0004443
104	0.0009317	0.0004443
105	0.0009317	0.0004443
106	0.0009317	0.0004443
107	0.0009317	0.0004443
108	0.0009317	0.0004443
109	0.0009317	0.0004443
110	0.0009317	0.0004443
111	0.0009317	0.0004443
112	0.0009317	0.0004443
113	0.0009317	0.0004443
114	0.0009317	0.0004443
115	0.0009317	0.0004443
116	0.01285	1.002
117	0.0009317	0.0004443
118	0.0009317	0.0004443
119	0.0009317	0.0004443
120	0.0009317	0.0004443
121	0.9396	1.164
122	0.000959	0.0004612
123	0.0009317	0.0004443
124	0.0009317	0.0004443
125	0.0009317	0.0004443
126	0.0009317	0.0004443
127	0.0009317	0.0004443
128	0.0009317	0.0004443
129	0.0009317	0.0004443
130	0.0009317	0.0004443
131	0.0009317	0.0004443
132	0.0009317	0.0004443
133	0.0009317	0.0004443
134	0.2622	0.9254
135	1.43	0.5865
136	0.007796	0.02137
137	0.0009317	0.0004443
138	0.0009317	0.0004443
139	0.0009317	0.0004443
140	0.0009317	0.0004443
141	0.0009317	0.0004443
142	0.0009317	0.0004443
143	0.0009317	0.0004443
144	0.0009317	0.0004443
145	0.0009317	0.0004443
146	0.0009317	0.0004443
147	0.0009317	0.0004443
148	0.0009317	0.0004443
149	0.0009317	0.0004443
150	0.0009317	0.0004443
151	0.0009317	0.0004443
152	0.0009317	0.0004443
153	0.0009317	0.0004443
154	0.0009317	0.0004443
155	0.0009317	0.0004443
156	0.0009317	0.0004443
157	0.0009317	0.0004443
158	0.0009317	0.0004443
159	0.0009317	0.0004443
160	0.0009317	0.0004443
161	0.0009317	0.0004443
162	0.0009317	0.0004443
163	0.0009317	0.0004443
164	0.0009317	0.0004443
165	0.0009317	0.0004443
166	0.0009317	0.0004443
167	1.002	0.005367
168	0.0009414	0.001822
169	0.0009414	0.001822
