# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
27 1 
0 0 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
8 0 
1 19 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
11 1 
0 16 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
11 1 
0 16 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
11 1 
0 16 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
0 0 
0 28 
27 1 
0 0 
0 0 
0 28 
