POS	exp01	exp10
1	1	0.0007767
2	6.206e-05	0.0001654
3	6.206e-05	0.0001654
4	6.191e-05	2.564e-05
5	6.191e-05	2.564e-05
6	6.191e-05	2.564e-05
7	6.191e-05	2.564e-05
8	6.191e-05	2.564e-05
9	6.191e-05	2.564e-05
10	6.191e-05	2.564e-05
11	6.191e-05	2.564e-05
12	6.191e-05	2.564e-05
13	6.191e-05	2.564e-05
14	6.191e-05	2.564e-05
15	6.191e-05	2.564e-05
16	6.191e-05	2.564e-05
17	6.191e-05	2.564e-05
18	6.191e-05	2.564e-05
19	6.191e-05	2.564e-05
20	6.191e-05	2.564e-05
21	6.191e-05	2.564e-05
22	6.191e-05	2.564e-05
23	6.191e-05	2.564e-05
24	6.191e-05	2.564e-05
25	6.191e-05	2.564e-05
26	6.191e-05	2.564e-05
27	6.191e-05	2.564e-05
28	6.191e-05	2.564e-05
29	6.191e-05	2.564e-05
30	6.191e-05	2.564e-05
31	6.191e-05	2.564e-05
32	6.191e-05	2.564e-05
33	6.191e-05	2.564e-05
34	6.191e-05	2.564e-05
35	6.191e-05	2.564e-05
36	6.191e-05	2.564e-05
37	6.191e-05	2.564e-05
38	6.191e-05	2.564e-05
39	6.191e-05	2.564e-05
40	6.191e-05	2.564e-05
41	6.191e-05	2.564e-05
42	6.191e-05	2.564e-05
43	6.191e-05	2.564e-05
44	6.191e-05	2.564e-05
45	6.191e-05	2.564e-05
46	6.191e-05	2.564e-05
47	0.0008484	1.001
48	0.004907	0.01121
49	6.191e-05	2.564e-05
50	6.191e-05	2.564e-05
51	6.191e-05	2.564e-05
52	6.191e-05	2.564e-05
53	6.191e-05	2.564e-05
54	0.9946	0.01843
55	0.0001012	0.008379
56	6.191e-05	2.564e-05
57	6.191e-05	2.564e-05
58	6.191e-05	2.564e-05
59	6.191e-05	2.564e-05
60	6.191e-05	2.564e-05
61	6.191e-05	2.564e-05
62	6.191e-05	2.564e-05
63	6.191e-05	2.564e-05
64	6.191e-05	2.564e-05
65	6.191e-05	2.564e-05
66	6.191e-05	2.564e-05
67	6.191e-05	2.564e-05
68	6.191e-05	2.564e-05
69	6.191e-05	2.564e-05
70	6.191e-05	2.564e-05
71	6.191e-05	2.564e-05
72	6.191e-05	2.564e-05
73	6.191e-05	2.564e-05
74	6.191e-05	2.564e-05
75	6.191e-05	2.564e-05
76	6.191e-05	2.564e-05
77	6.191e-05	2.564e-05
78	6.191e-05	2.564e-05
79	6.191e-05	2.564e-05
80	6.191e-05	2.564e-05
81	6.191e-05	2.564e-05
82	6.191e-05	2.564e-05
83	6.191e-05	2.564e-05
84	6.191e-05	2.564e-05
85	6.191e-05	2.564e-05
86	6.191e-05	2.564e-05
87	6.191e-05	2.564e-05
88	6.191e-05	2.564e-05
89	6.191e-05	2.564e-05
90	6.191e-05	2.564e-05
91	6.191e-05	2.564e-05
92	6.191e-05	2.564e-05
93	6.191e-05	2.564e-05
94	6.191e-05	2.564e-05
95	6.191e-05	2.564e-05
96	6.191e-05	2.564e-05
97	6.191e-05	2.564e-05
98	6.191e-05	2.564e-05
99	6.191e-05	2.564e-05
100	6.191e-05	2.564e-05
101	6.191e-05	2.564e-05
102	6.191e-05	2.564e-05
103	6.191e-05	2.564e-05
104	6.191e-05	2.564e-05
105	6.191e-05	2.564e-05
106	6.191e-05	2.564e-05
107	6.191e-05	2.564e-05
108	6.191e-05	2.564e-05
109	6.191e-05	2.564e-05
110	6.191e-05	2.564e-05
111	6.191e-05	2.564e-05
112	6.191e-05	2.564e-05
113	6.191e-05	2.564e-05
114	6.191e-05	2.564e-05
115	6.191e-05	2.564e-05
116	6.191e-05	2.564e-05
117	6.191e-05	2.564e-05
118	6.191e-05	2.564e-05
119	6.191e-05	2.564e-05
120	0.9946	0.01843
121	0.0001012	0.008379
122	0.0001012	0.008379
123	0.0001012	0.008379
124	6.191e-05	2.564e-05
125	6.191e-05	2.564e-05
126	6.191e-05	2.564e-05
127	6.191e-05	2.564e-05
128	6.191e-05	2.564e-05
129	6.191e-05	2.564e-05
130	6.191e-05	2.564e-05
131	6.191e-05	2.564e-05
132	6.191e-05	2.564e-05
133	6.191e-05	2.564e-05
134	6.191e-05	2.564e-05
135	6.191e-05	2.564e-05
136	6.191e-05	2.564e-05
137	6.191e-05	2.564e-05
138	6.191e-05	2.564e-05
139	0.9946	0.01843
140	0.0001012	0.008379
141	6.191e-05	2.564e-05
142	6.191e-05	2.564e-05
143	6.191e-05	2.564e-05
144	6.191e-05	2.564e-05
145	6.191e-05	2.564e-05
146	6.191e-05	2.564e-05
147	6.191e-05	2.564e-05
148	6.191e-05	2.564e-05
149	6.191e-05	2.564e-05
150	6.191e-05	2.564e-05
151	6.191e-05	2.564e-05
152	6.191e-05	2.564e-05
153	6.191e-05	2.564e-05
154	6.191e-05	2.564e-05
155	6.191e-05	2.564e-05
156	6.191e-05	2.564e-05
157	6.191e-05	2.564e-05
158	6.191e-05	2.564e-05
159	6.191e-05	2.564e-05
160	6.191e-05	2.564e-05
161	6.191e-05	2.564e-05
162	6.191e-05	2.564e-05
163	6.191e-05	2.564e-05
164	6.191e-05	2.564e-05
165	6.191e-05	2.564e-05
166	6.191e-05	2.564e-05
167	6.191e-05	2.564e-05
168	6.191e-05	2.564e-05
169	6.191e-05	2.564e-05
170	6.191e-05	2.564e-05
171	1	0.0007767
172	6.206e-05	0.0001654
