# Various MP prints: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
0 0 
0 50 
16 0 
5 29 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
2 48 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
16 0 
2 32 
12 0 
1 37 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
49 1 
0 0 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
12 0 
1 37 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
49 1 
0 0 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
21 1 
3 25 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
0 0 
0 50 
