POS	exp01	exp10
1	0.008849	0.01988
2	2.844	2.494
3	0.008849	0.01988
4	0.008849	0.01988
5	0.008849	0.01988
6	0.008849	0.01988
7	0.008441	0.004795
8	0.008441	0.004795
9	0.008441	0.004795
10	0.008441	0.004795
11	0.008441	0.004795
12	0.008441	0.004795
13	0.008441	0.004795
14	0.008441	0.004795
15	0.008441	0.004795
16	0.008441	0.004795
17	0.008441	0.004795
18	0.008441	0.004795
19	0.008441	0.004795
20	0.008441	0.004795
21	0.008441	0.004795
22	0.008441	0.004795
23	0.008441	0.004795
24	0.008441	0.004795
25	0.008441	0.004795
26	0.008441	0.004795
27	0.008441	0.004795
28	0.008441	0.004795
29	0.008441	0.004795
30	0.008441	0.004795
31	0.008441	0.004795
32	0.008441	0.004795
33	0.008441	0.004795
34	0.008441	0.004795
35	0.008441	0.004795
36	0.008441	0.004795
37	0.008441	0.004795
38	0.008441	0.004795
39	0.008441	0.004795
40	0.008441	0.004795
41	0.008441	0.004795
42	0.008441	0.004795
43	0.008441	0.004795
44	0.008441	0.004795
45	0.008441	0.004795
46	0.008441	0.004795
47	0.008441	0.004795
48	0.008441	0.004795
49	0.008441	0.004795
50	0.008441	0.004795
51	0.008441	0.004795
52	0.008441	0.004795
53	0.008441	0.004795
54	0.008441	0.004795
55	0.008441	0.004795
56	0.008441	0.004795
57	0.008441	0.004795
58	0.008441	0.004795
59	0.008441	0.004795
60	0.008441	0.004795
61	0.008441	0.004795
62	0.008441	0.004795
63	0.008441	0.004795
64	0.008441	0.004795
65	0.008441	0.004795
66	0.008441	0.004795
67	0.008441	0.004795
68	0.008441	0.004795
69	0.008441	0.004795
70	0.008441	0.004795
71	0.008441	0.004795
72	0.008441	0.004795
73	0.008441	0.004795
74	0.2804	1.995
75	0.008441	0.004795
76	0.008441	0.004795
77	0.008441	0.004795
78	0.008441	0.004795
79	0.008441	0.004795
80	0.008441	0.004795
81	0.008441	0.004795
82	0.008441	0.004795
83	0.008441	0.004795
84	0.008441	0.004795
85	0.008441	0.004795
86	0.008441	0.004795
87	0.008441	0.004795
88	0.008441	0.004795
89	0.008441	0.004795
90	0.008441	0.004795
91	0.008441	0.004795
92	0.008441	0.004795
93	0.008441	0.004795
94	0.008441	0.004795
95	0.008441	0.004795
96	0.008441	0.004795
97	0.008441	0.004795
98	0.008441	0.004795
99	0.008441	0.004795
100	0.008441	0.004795
101	0.008441	0.004795
102	0.008441	0.004795
103	0.008441	0.004795
104	0.008441	0.004795
105	0.008441	0.004795
106	0.008441	0.004795
107	0.008441	0.004795
108	0.008441	0.004795
109	0.008441	0.004795
110	0.008441	0.004795
111	0.008441	0.004795
112	0.008441	0.004795
113	0.008441	0.004795
114	0.008441	0.004795
115	0.008441	0.004795
116	0.008441	0.004795
117	0.008441	0.004795
118	0.008441	0.004795
119	0.008441	0.004795
120	0.008441	0.004795
121	0.008441	0.004795
122	0.008441	0.004795
123	0.008441	0.004795
124	0.008441	0.004795
125	0.4704	1.58
126	0.6512	0.5193
127	0.02409	0.03054
128	0.02409	0.03054
129	0.008441	0.004795
130	1.004	0.008737
131	0.008441	0.004795
132	0.008441	0.004795
133	0.008441	0.004795
134	0.008441	0.004795
135	0.4966	0.5358
136	0.008441	0.004795
137	0.008441	0.004795
138	0.008441	0.004795
139	0.008441	0.004795
140	0.008441	0.004795
141	0.008441	0.004795
142	0.008441	0.004795
143	0.008441	0.004795
144	0.008441	0.004795
145	0.008441	0.004795
146	0.008441	0.004795
147	0.008455	0.005441
148	1.004	0.008734
149	0.008455	0.005441
150	0.008441	0.004795
151	0.008441	0.004795
152	0.008441	0.004795
153	0.008441	0.004795
154	0.008441	0.004795
155	0.008441	0.004795
156	0.008441	0.004795
157	0.008441	0.004795
158	0.008441	0.004795
159	0.008441	0.004795
160	0.008441	0.004795
161	0.008441	0.004795
162	4.488	0.6262
163	0.01864	0.0281
164	0.01864	0.0281
165	0.01864	0.0281
166	0.01864	0.0281
