POS	prob01	prob10
1	0.008842	0.01988
2	2.844	2.493
3	0.008842	0.01988
4	0.008842	0.01988
5	0.008842	0.01988
6	0.008842	0.01988
7	0.008434	0.004793
8	0.008434	0.004793
9	0.008434	0.004793
10	0.008434	0.004793
11	0.008434	0.004793
12	0.008434	0.004793
13	0.008434	0.004793
14	0.008434	0.004793
15	0.008434	0.004793
16	0.008434	0.004793
17	0.008434	0.004793
18	0.008434	0.004793
19	0.008434	0.004793
20	0.008434	0.004793
21	0.008434	0.004793
22	0.008434	0.004793
23	0.008434	0.004793
24	0.008434	0.004793
25	0.008434	0.004793
26	0.008434	0.004793
27	0.008434	0.004793
28	0.008434	0.004793
29	0.008434	0.004793
30	0.008434	0.004793
31	0.008434	0.004793
32	0.008434	0.004793
33	0.008434	0.004793
34	0.008434	0.004793
35	0.008434	0.004793
36	0.008434	0.004793
37	0.008434	0.004793
38	0.008434	0.004793
39	0.008434	0.004793
40	0.008434	0.004793
41	0.008434	0.004793
42	0.008434	0.004793
43	0.008434	0.004793
44	0.008434	0.004793
45	0.008434	0.004793
46	0.008434	0.004793
47	0.008434	0.004793
48	0.008434	0.004793
49	0.008434	0.004793
50	0.008434	0.004793
51	0.008434	0.004793
52	0.008434	0.004793
53	0.008434	0.004793
54	0.008434	0.004793
55	0.008434	0.004793
56	0.008434	0.004793
57	0.008434	0.004793
58	0.008434	0.004793
59	0.008434	0.004793
60	0.008434	0.004793
61	0.008434	0.004793
62	0.008434	0.004793
63	0.008434	0.004793
64	0.008434	0.004793
65	0.008434	0.004793
66	0.008434	0.004793
67	0.008434	0.004793
68	0.008434	0.004793
69	0.008434	0.004793
70	0.008434	0.004793
71	0.008434	0.004793
72	0.008434	0.004793
73	0.008434	0.004793
74	0.2803	1.994
75	0.008434	0.004793
76	0.008434	0.004793
77	0.008434	0.004793
78	0.008434	0.004793
79	0.008434	0.004793
80	0.008434	0.004793
81	0.008434	0.004793
82	0.008434	0.004793
83	0.008434	0.004793
84	0.008434	0.004793
85	0.008434	0.004793
86	0.008434	0.004793
87	0.008434	0.004793
88	0.008434	0.004793
89	0.008434	0.004793
90	0.008434	0.004793
91	0.008434	0.004793
92	0.008434	0.004793
93	0.008434	0.004793
94	0.008434	0.004793
95	0.008434	0.004793
96	0.008434	0.004793
97	0.008434	0.004793
98	0.008434	0.004793
99	0.008434	0.004793
100	0.008434	0.004793
101	0.008434	0.004793
102	0.008434	0.004793
103	0.008434	0.004793
104	0.008434	0.004793
105	0.008434	0.004793
106	0.008434	0.004793
107	0.008434	0.004793
108	0.008434	0.004793
109	0.008434	0.004793
110	0.008434	0.004793
111	0.008434	0.004793
112	0.008434	0.004793
113	0.008434	0.004793
114	0.008434	0.004793
115	0.008434	0.004793
116	0.008434	0.004793
117	0.008434	0.004793
118	0.008434	0.004793
119	0.008434	0.004793
120	0.008434	0.004793
121	0.008434	0.004793
122	0.008434	0.004793
123	0.008434	0.004793
124	0.008434	0.004793
125	0.4697	1.579
126	0.6508	0.5189
127	0.02407	0.03052
128	0.02407	0.03052
129	0.008434	0.004793
130	1.004	0.008729
131	0.008434	0.004793
132	0.008434	0.004793
133	0.008434	0.004793
134	0.008434	0.004793
135	0.4962	0.5355
136	0.008434	0.004793
137	0.008434	0.004793
138	0.008434	0.004793
139	0.008434	0.004793
140	0.008434	0.004793
141	0.008434	0.004793
142	0.008434	0.004793
143	0.008434	0.004793
144	0.008434	0.004793
145	0.008434	0.004793
146	0.008434	0.004793
147	0.008448	0.005438
148	1.004	0.008727
149	0.008448	0.005438
150	0.008434	0.004793
151	0.008434	0.004793
152	0.008434	0.004793
153	0.008434	0.004793
154	0.008434	0.004793
155	0.008434	0.004793
156	0.008434	0.004793
157	0.008434	0.004793
158	0.008434	0.004793
159	0.008434	0.004793
160	0.008434	0.004793
161	0.008434	0.004793
162	4.487	0.6252
163	0.01863	0.02809
164	0.01863	0.02809
165	0.01863	0.02809
166	0.01863	0.02809
