# log Likelihood of tree (entire data)=	-158.2
POS	logLofPos
1	-0.08988
2	-7.26
3	-15.62
4	-8.648
5	-0.0918
6	-0.0923
7	-0.0923
8	-9.154
9	-0.0923
10	-0.0923
11	-0.0923
12	-0.0923
13	-0.0923
14	-0.0923
15	-0.0923
16	-0.0923
17	-0.0923
18	-0.0923
19	-0.0923
20	-0.0923
21	-0.0923
22	-0.0923
23	-0.0923
24	-0.0923
25	-0.0923
26	-0.0923
27	-0.0923
28	-0.0923
29	-0.0923
30	-0.0923
31	-0.0923
32	-0.0923
33	-0.0923
34	-0.0923
35	-0.0923
36	-0.0923
37	-0.0923
38	-0.0923
39	-0.0923
40	-0.0923
41	-0.0923
42	-0.0923
43	-0.0923
44	-0.0923
45	-0.0923
46	-0.0923
47	-0.0923
48	-0.0923
49	-0.0923
50	-0.0923
51	-0.0923
52	-0.0923
53	-6.38
54	-9.154
55	-0.0923
56	-6.487
57	-0.04564
58	-0.04564
59	-0.0923
60	-9.154
61	-0.06189
62	-0.0923
63	-0.0923
64	-0.0923
65	-0.0923
66	-0.0923
67	-0.0923
68	-0.0923
69	-0.0923
70	-0.0923
71	-0.0923
72	-0.0923
73	-0.0923
74	-0.0923
75	-0.0923
76	-0.0923
77	-0.0923
78	-0.0923
79	-0.0923
80	-0.0923
81	-0.0923
82	-0.0923
83	-0.0923
84	-0.0923
85	-0.0923
86	-0.0923
87	-0.0923
88	-0.0923
89	-0.0923
90	-0.0923
91	-0.0923
92	-0.0923
93	-0.0923
94	-0.0923
95	-0.0923
96	-0.0923
97	-0.0923
98	-0.0923
99	-0.0923
100	-0.0923
101	-0.0923
102	-0.0923
103	-0.0923
104	-0.0923
105	-0.0923
106	-0.0923
107	-0.0923
108	-0.0923
109	-0.0923
110	-0.0923
111	-0.0923
112	-0.0923
113	-0.0923
114	-0.0923
115	-10.43
116	-10.59
117	-0.07103
118	-0.0923
119	-0.0923
120	-0.0923
121	-0.0923
122	-0.0923
123	-0.0923
124	-0.0923
125	-0.0923
126	-0.0923
127	-0.0923
128	-0.0923
129	-0.0923
130	-0.0923
131	-0.0923
132	-0.0923
133	-7.35
134	-8.38
135	-0.03748
136	-0.0923
137	-0.0923
138	-7.099
139	-0.0923
140	-0.0923
141	-0.0923
142	-0.0923
143	-0.0923
144	-0.0923
145	-0.0923
146	-0.0923
147	-0.0923
148	-0.0923
149	-9.154
150	-0.06189
151	-0.0923
152	-0.0923
153	-0.0923
154	-0.0923
155	-0.0923
156	-0.0923
157	-0.0923
158	-0.0923
159	-0.0923
160	-0.0923
161	-0.0923
162	-0.0923
163	-0.0923
164	-0.0923
165	-0.0923
166	-0.07103
167	-10.64
168	-8.848
169	-0.08988
