POS	Node	State	Prob
1	S20	1	1
1	S21	1	1
1	N4	1	1
1	S22	1	1
1	N3	1	1
1	S23	1	1
1	N2	1	1
1	S12	1	1
1	S14	1	1
1	N10	1	1
1	S13	1	1
1	N9	1	1
1	S18	1	0.9991
1	S19	1	0.9981
1	N11	1	0.9996
1	N8	1	1
1	S15	1	1
1	N7	1	1
1	S16	1	1
1	S17	1	1
1	N12	1	1
1	N6	1	1
1	S9	1	1
1	S11	1	1
1	N17	1	1
1	S10	1	1
1	N16	1	1
1	S8	1	1
1	N15	1	1
1	S7	1	1
1	N14	1	1
1	S5	1	1
1	S6	1	1
1	N19	1	1
1	S3	1	1
1	S2	1	1
1	S1	1	1
1	S4	1	1
1	N22	1	1
1	N21	1	1
1	N20	1	1
1	N18	1	1
1	N13	1	1
1	N5	1	1
1	N1	1	0.997
2	S20	1	0
2	S21	1	0
2	N4	1	6.404e-08
2	S22	1	0
2	N3	1	2.428e-07
2	S23	1	0
2	N2	1	2.923e-05
2	S12	1	0
2	S14	1	0
2	N10	1	2.148e-10
2	S13	1	8.699e-06
2	N9	1	1.254e-07
2	S18	1	0.2043
2	S19	1	1
2	N11	1	0.1973
2	N8	1	4.905e-05
2	S15	1	0
2	N7	1	3.674e-07
2	S16	1	0
2	S17	1	0
2	N12	1	3.161e-08
2	N6	1	7.21e-08
2	S9	1	0
2	S11	1	0
2	N17	1	3.845e-08
2	S10	1	0
2	N16	1	1.689e-09
2	S8	1	0
2	N15	1	7.264e-09
2	S7	1	0
2	N14	1	4.889e-07
2	S5	1	0
2	S6	1	0
2	N19	1	2.564e-07
2	S3	1	0
2	S2	1	0
2	S1	1	0
2	S4	1	0
2	N22	1	7.681e-09
2	N21	1	1.435e-09
2	N20	1	2.291e-08
2	N18	1	7.39e-07
2	N13	1	5.763e-07
2	N5	1	1.654e-05
2	N1	1	0.01802
3	S20	1	0
3	S21	1	0
3	N4	1	6.38e-08
3	S22	1	0
3	N3	1	2.419e-07
3	S23	1	0
3	N2	1	2.912e-05
3	S12	1	0
3	S14	1	0
3	N10	1	1.1e-06
3	S13	1	1
3	N9	1	0.0006433
3	S18	1	0.009134
3	S19	1	0
3	N11	1	4.979e-05
3	N8	1	4.043e-06
3	S15	1	0
3	N7	1	4.178e-08
3	S16	1	0
3	S17	1	0
3	N12	1	3.148e-08
3	N6	1	7.118e-08
3	S9	1	0
3	S11	1	0
3	N17	1	3.831e-08
3	S10	1	0
3	N16	1	1.683e-09
3	S8	1	0
3	N15	1	7.237e-09
3	S7	1	0
3	N14	1	4.871e-07
3	S5	1	0
3	S6	1	0
3	N19	1	2.555e-07
3	S3	1	0
3	S2	1	0
3	S1	1	0
3	S4	1	0
3	N22	1	7.652e-09
3	N21	1	1.43e-09
3	N20	1	2.283e-08
3	N18	1	7.363e-07
3	N13	1	5.742e-07
3	N5	1	1.648e-05
3	N1	1	0.01796
4	S20	1	0
4	S21	1	0
4	N4	1	6.377e-08
4	S22	1	0
4	N3	1	2.418e-07
4	S23	1	0
4	N2	1	2.91e-05
4	S12	1	0
4	S14	1	0
4	N10	1	2.848e-14
4	S13	1	0
4	N9	1	1.91e-14
4	S18	1	1
4	S19	1	0
4	N11	1	0.004101
4	N8	1	1.256e-06
4	S15	1	0
4	N7	1	2.121e-08
4	S16	1	0
4	S17	1	0
4	N12	1	3.147e-08
4	N6	1	7.11e-08
4	S9	1	0
4	S11	1	0
4	N17	1	3.829e-08
4	S10	1	0
4	N16	1	1.682e-09
4	S8	1	0
4	N15	1	7.233e-09
4	S7	1	0
4	N14	1	4.868e-07
4	S5	1	0
4	S6	1	0
4	N19	1	2.553e-07
4	S3	1	0
4	S2	1	0
4	S1	1	0
4	S4	1	0
4	N22	1	7.648e-09
4	N21	1	1.429e-09
4	N20	1	2.281e-08
4	N18	1	7.359e-07
4	N13	1	5.739e-07
4	N5	1	1.647e-05
4	N1	1	0.01795
5	S20	1	1
5	S21	1	1
5	N4	1	1
5	S22	1	1
5	N3	1	1
5	S23	1	1
5	N2	1	1
5	S12	1	1
5	S14	1	1
5	N10	1	1
5	S13	1	1
5	N9	1	1
5	S18	1	0.9995
5	S19	1	1
5	N11	1	1
5	N8	1	1
5	S15	1	1
5	N7	1	1
5	S16	1	1
5	S17	1	1
5	N12	1	1
5	N6	1	1
5	S9	1	1
5	S11	1	1
5	N17	1	1
5	S10	1	1
5	N16	1	1
5	S8	1	1
5	N15	1	1
5	S7	1	1
5	N14	1	1
5	S5	1	1
5	S6	1	1
5	N19	1	1
5	S3	1	1
5	S2	1	1
5	S1	1	1
5	S4	1	1
5	N22	1	1
5	N21	1	1
5	N20	1	1
5	N18	1	1
5	N13	1	1
5	N5	1	1
5	N1	1	0.997
6	S20	1	1
6	S21	1	1
6	N4	1	1
6	S22	1	1
6	N3	1	1
6	S23	1	1
6	N2	1	1
6	S12	1	1
6	S14	1	1
6	N10	1	1
6	S13	1	1
6	N9	1	1
6	S18	1	1
6	S19	1	1
6	N11	1	1
6	N8	1	1
6	S15	1	1
6	N7	1	1
6	S16	1	1
6	S17	1	1
6	N12	1	1
6	N6	1	1
6	S9	1	1
6	S11	1	1
6	N17	1	1
6	S10	1	1
6	N16	1	1
6	S8	1	1
6	N15	1	1
6	S7	1	1
6	N14	1	1
6	S5	1	1
6	S6	1	1
6	N19	1	1
6	S3	1	1
6	S2	1	1
6	S1	1	1
6	S4	1	1
6	N22	1	1
6	N21	1	1
6	N20	1	1
6	N18	1	1
6	N13	1	1
6	N5	1	1
6	N1	1	0.997
7	S20	1	1
7	S21	1	1
7	N4	1	1
7	S22	1	1
7	N3	1	1
7	S23	1	1
7	N2	1	1
7	S12	1	1
7	S14	1	1
7	N10	1	1
7	S13	1	1
7	N9	1	1
7	S18	1	1
7	S19	1	1
7	N11	1	1
7	N8	1	1
7	S15	1	1
7	N7	1	1
7	S16	1	1
7	S17	1	1
7	N12	1	1
7	N6	1	1
7	S9	1	1
7	S11	1	1
7	N17	1	1
7	S10	1	1
7	N16	1	1
7	S8	1	1
7	N15	1	1
7	S7	1	1
7	N14	1	1
7	S5	1	1
7	S6	1	1
7	N19	1	1
7	S3	1	1
7	S2	1	1
7	S1	1	1
7	S4	1	1
7	N22	1	1
7	N21	1	1
7	N20	1	1
7	N18	1	1
7	N13	1	1
7	N5	1	1
7	N1	1	0.997
8	S20	1	1
8	S21	1	1
8	N4	1	1
8	S22	1	1
8	N3	1	1
8	S23	1	1
8	N2	1	0.9984
8	S12	1	0
8	S14	1	0
8	N10	1	3.874e-14
8	S13	1	0
8	N9	1	1.404e-12
8	S18	1	1
8	S19	1	1
8	N11	1	0.956
8	N8	1	0.0002939
8	S15	1	0
8	N7	1	2.188e-06
8	S16	1	0
8	S17	1	0
8	N12	1	4.133e-08
8	N6	1	1.706e-07
8	S9	1	0
8	S11	1	0
8	N17	1	4.883e-08
8	S10	1	0
8	N16	1	2.145e-09
8	S8	1	0
8	N15	1	9.227e-09
8	S7	1	0
8	N14	1	6.42e-07
8	S5	1	0
8	S6	1	0
8	N19	1	3.257e-07
8	S3	1	0
8	S2	1	0
8	S1	1	0
8	S4	1	0
8	N22	1	9.755e-09
8	N21	1	1.823e-09
8	N20	1	2.91e-08
8	N18	1	9.451e-07
8	N13	1	3.167e-06
8	N5	1	0.0002914
8	N1	1	0.5272
9	S20	1	1
9	S21	1	1
9	N4	1	1
9	S22	1	1
9	N3	1	1
9	S23	1	1
9	N2	1	1
9	S12	1	1
9	S14	1	1
9	N10	1	1
9	S13	1	1
9	N9	1	1
9	S18	1	1
9	S19	1	1
9	N11	1	1
9	N8	1	1
9	S15	1	1
9	N7	1	1
9	S16	1	1
9	S17	1	1
9	N12	1	1
9	N6	1	1
9	S9	1	1
9	S11	1	1
9	N17	1	1
9	S10	1	1
9	N16	1	1
9	S8	1	1
9	N15	1	1
9	S7	1	1
9	N14	1	1
9	S5	1	1
9	S6	1	1
9	N19	1	1
9	S3	1	1
9	S2	1	1
9	S1	1	1
9	S4	1	1
9	N22	1	1
9	N21	1	1
9	N20	1	1
9	N18	1	1
9	N13	1	1
9	N5	1	1
9	N1	1	0.997
10	S20	1	1
10	S21	1	1
10	N4	1	1
10	S22	1	1
10	N3	1	1
10	S23	1	1
10	N2	1	1
10	S12	1	1
10	S14	1	1
10	N10	1	1
10	S13	1	1
10	N9	1	1
10	S18	1	1
10	S19	1	1
10	N11	1	1
10	N8	1	1
10	S15	1	1
10	N7	1	1
10	S16	1	1
10	S17	1	1
10	N12	1	1
10	N6	1	1
10	S9	1	1
10	S11	1	1
10	N17	1	1
10	S10	1	1
10	N16	1	1
10	S8	1	1
10	N15	1	1
10	S7	1	1
10	N14	1	1
10	S5	1	1
10	S6	1	1
10	N19	1	1
10	S3	1	1
10	S2	1	1
10	S1	1	1
10	S4	1	1
10	N22	1	1
10	N21	1	1
10	N20	1	1
10	N18	1	1
10	N13	1	1
10	N5	1	1
10	N1	1	0.997
11	S20	1	1
11	S21	1	1
11	N4	1	1
11	S22	1	1
11	N3	1	1
11	S23	1	1
11	N2	1	1
11	S12	1	1
11	S14	1	1
11	N10	1	1
11	S13	1	1
11	N9	1	1
11	S18	1	1
11	S19	1	1
11	N11	1	1
11	N8	1	1
11	S15	1	1
11	N7	1	1
11	S16	1	1
11	S17	1	1
11	N12	1	1
11	N6	1	1
11	S9	1	1
11	S11	1	1
11	N17	1	1
11	S10	1	1
11	N16	1	1
11	S8	1	1
11	N15	1	1
11	S7	1	1
11	N14	1	1
11	S5	1	1
11	S6	1	1
11	N19	1	1
11	S3	1	1
11	S2	1	1
11	S1	1	1
11	S4	1	1
11	N22	1	1
11	N21	1	1
11	N20	1	1
11	N18	1	1
11	N13	1	1
11	N5	1	1
11	N1	1	0.997
12	S20	1	1
12	S21	1	1
12	N4	1	1
12	S22	1	1
12	N3	1	1
12	S23	1	1
12	N2	1	1
12	S12	1	1
12	S14	1	1
12	N10	1	1
12	S13	1	1
12	N9	1	1
12	S18	1	1
12	S19	1	1
12	N11	1	1
12	N8	1	1
12	S15	1	1
12	N7	1	1
12	S16	1	1
12	S17	1	1
12	N12	1	1
12	N6	1	1
12	S9	1	1
12	S11	1	1
12	N17	1	1
12	S10	1	1
12	N16	1	1
12	S8	1	1
12	N15	1	1
12	S7	1	1
12	N14	1	1
12	S5	1	1
12	S6	1	1
12	N19	1	1
12	S3	1	1
12	S2	1	1
12	S1	1	1
12	S4	1	1
12	N22	1	1
12	N21	1	1
12	N20	1	1
12	N18	1	1
12	N13	1	1
12	N5	1	1
12	N1	1	0.997
13	S20	1	1
13	S21	1	1
13	N4	1	1
13	S22	1	1
13	N3	1	1
13	S23	1	1
13	N2	1	1
13	S12	1	1
13	S14	1	1
13	N10	1	1
13	S13	1	1
13	N9	1	1
13	S18	1	1
13	S19	1	1
13	N11	1	1
13	N8	1	1
13	S15	1	1
13	N7	1	1
13	S16	1	1
13	S17	1	1
13	N12	1	1
13	N6	1	1
13	S9	1	1
13	S11	1	1
13	N17	1	1
13	S10	1	1
13	N16	1	1
13	S8	1	1
13	N15	1	1
13	S7	1	1
13	N14	1	1
13	S5	1	1
13	S6	1	1
13	N19	1	1
13	S3	1	1
13	S2	1	1
13	S1	1	1
13	S4	1	1
13	N22	1	1
13	N21	1	1
13	N20	1	1
13	N18	1	1
13	N13	1	1
13	N5	1	1
13	N1	1	0.997
14	S20	1	1
14	S21	1	1
14	N4	1	1
14	S22	1	1
14	N3	1	1
14	S23	1	1
14	N2	1	1
14	S12	1	1
14	S14	1	1
14	N10	1	1
14	S13	1	1
14	N9	1	1
14	S18	1	1
14	S19	1	1
14	N11	1	1
14	N8	1	1
14	S15	1	1
14	N7	1	1
14	S16	1	1
14	S17	1	1
14	N12	1	1
14	N6	1	1
14	S9	1	1
14	S11	1	1
14	N17	1	1
14	S10	1	1
14	N16	1	1
14	S8	1	1
14	N15	1	1
14	S7	1	1
14	N14	1	1
14	S5	1	1
14	S6	1	1
14	N19	1	1
14	S3	1	1
14	S2	1	1
14	S1	1	1
14	S4	1	1
14	N22	1	1
14	N21	1	1
14	N20	1	1
14	N18	1	1
14	N13	1	1
14	N5	1	1
14	N1	1	0.997
15	S20	1	1
15	S21	1	1
15	N4	1	1
15	S22	1	1
15	N3	1	1
15	S23	1	1
15	N2	1	1
15	S12	1	1
15	S14	1	1
15	N10	1	1
15	S13	1	1
15	N9	1	1
15	S18	1	1
15	S19	1	1
15	N11	1	1
15	N8	1	1
15	S15	1	1
15	N7	1	1
15	S16	1	1
15	S17	1	1
15	N12	1	1
15	N6	1	1
15	S9	1	1
15	S11	1	1
