POS	prob01	prob10
1	0.01018	0.006482
2	1.024	0.0532
3	1.026	0.05337
4	1.017	0.05675
5	0.01011	0.004544
6	0.01008	0.004034
7	0.01008	0.004034
8	1.531	0.5403
9	0.01008	0.004034
10	0.01008	0.004034
11	0.01008	0.004034
12	0.01008	0.004034
13	0.01008	0.004034
14	0.01008	0.004034
15	0.01008	0.004034
16	0.01008	0.004034
17	0.01008	0.004034
18	0.01008	0.004034
19	0.01008	0.004034
20	0.01008	0.004034
21	0.01008	0.004034
22	0.01008	0.004034
23	0.01008	0.004034
24	0.01008	0.004034
25	0.01008	0.004034
26	0.01008	0.004034
27	0.01008	0.004034
28	0.01008	0.004034
29	0.01008	0.004034
30	0.01008	0.004034
31	0.01008	0.004034
32	0.01008	0.004034
33	0.01008	0.004034
34	0.01008	0.004034
35	0.01008	0.004034
36	0.01008	0.004034
37	0.01008	0.004034
38	0.01008	0.004034
39	0.01008	0.004034
40	0.01008	0.004034
41	0.01008	0.004034
42	0.01008	0.004034
43	0.01008	0.004034
44	0.01008	0.004034
45	0.01008	0.004034
46	0.01008	0.004034
47	0.01008	0.004034
48	0.01008	0.004034
49	0.01008	0.004034
50	0.01008	0.004034
51	0.01008	0.004034
52	0.01008	0.004034
53	0.05245	1.017
54	1.531	0.5403
55	0.01008	0.004034
56	0.06917	1.015
57	0.02769	0.04083
58	0.02769	0.04083
59	0.01008	0.004034
60	1.531	0.5403
61	0.02193	0.02581
62	0.01008	0.004034
63	0.01008	0.004034
64	0.01008	0.004034
65	0.01008	0.004034
66	0.01008	0.004034
67	0.01008	0.004034
68	0.01008	0.004034
69	0.01008	0.004034
70	0.01008	0.004034
71	0.01008	0.004034
72	0.01008	0.004034
73	0.01008	0.004034
74	0.01008	0.004034
75	0.01008	0.004034
76	0.01008	0.004034
77	0.01008	0.004034
78	0.01008	0.004034
79	0.01008	0.004034
80	0.01008	0.004034
81	0.01008	0.004034
82	0.01008	0.004034
83	0.01008	0.004034
84	0.01008	0.004034
85	0.01008	0.004034
86	0.01008	0.004034
87	0.01008	0.004034
88	0.01008	0.004034
89	0.01008	0.004034
90	0.01008	0.004034
91	0.01008	0.004034
92	0.01008	0.004034
93	0.01008	0.004034
94	0.01008	0.004034
95	0.01008	0.004034
96	0.01008	0.004034
97	0.01008	0.004034
98	0.01008	0.004034
99	0.01008	0.004034
100	0.01008	0.004034
101	0.01008	0.004034
102	0.01008	0.004034
103	0.01008	0.004034
104	0.01008	0.004034
105	0.01008	0.004034
106	0.01008	0.004034
107	0.01008	0.004034
108	0.01008	0.004034
109	0.01008	0.004034
110	0.01008	0.004034
111	0.01008	0.004034
112	0.01008	0.004034
113	0.01008	0.004034
114	0.01008	0.004034
115	1.979	0.1381
116	0.4221	1.664
117	0.01423	0.02525
118	0.01008	0.004034
119	0.01008	0.004034
120	0.01008	0.004034
121	0.01008	0.004034
122	0.01008	0.004034
123	0.01008	0.004034
124	0.01008	0.004034
125	0.01008	0.004034
126	0.01008	0.004034
127	0.01008	0.004034
128	0.01008	0.004034
129	0.01008	0.004034
130	0.01008	0.004034
131	0.01008	0.004034
132	0.01008	0.004034
133	0.04263	1.019
134	1.017	0.05341
135	0.02977	0.04922
136	0.01008	0.004034
137	0.01008	0.004034
138	0.9847	0.1419
139	0.01008	0.004034
140	0.01008	0.004034
141	0.01008	0.004034
142	0.01008	0.004034
143	0.01008	0.004034
144	0.01008	0.004034
145	0.01008	0.004034
146	0.01008	0.004034
147	0.01008	0.004034
148	0.01008	0.004034
149	1.531	0.5403
150	0.02193	0.02581
151	0.01008	0.004034
152	0.01008	0.004034
153	0.01008	0.004034
154	0.01008	0.004034
155	0.01008	0.004034
156	0.01008	0.004034
157	0.01008	0.004034
158	0.01008	0.004034
159	0.01008	0.004034
160	0.01008	0.004034
161	0.01008	0.004034
162	0.01008	0.004034
163	0.01008	0.004034
164	0.01008	0.004034
165	0.01008	0.004034
166	0.01423	0.02525
167	0.4165	1.62
168	1.053	0.05373
169	0.01018	0.006482
